company;sector;horizon (days);amount;date_BUY_fix;date_SELL_fix;price_BUY;price_SELL;Volatility_Buy;Volatility_sell;Sharpe Ratio;expected_return (yearly);inflation;nominal_return;investment;ESG_ranking;PE_ratio;EPS_ratio;PS_ratio;PB_ratio;NetProfitMargin_ratio;current_ratio;roa_ratio;roe_ratio
KSS;RETAIL;3;50;24/1/2014;27/1/2014;3.804.789.352.416.990;3.796.455.764.770.500;0.22093424426691777;0.22082736299628689;0.22093424426691777;5,63E+10;-0.15;-0.002190288837196851;BAD;12.9;9.38;4.07;0.44;1.35;4.67;1.93;6.16;14.83
BBY;RETAIL;480;15000;24/6/2014;16/10/2015;23.806.718.826.293.900;29.646.408.081.054.600;0.5043222535092932;0.34160245738441225;0.5043222535092932;0.344940425695878;-0.15;0.24529584683089325;GOOD;12.0;6.87;3.07;0.18;1.66;2.69;1.47;7.63;27.26
FB;TECH;300;10000;21/5/2014;17/3/2015;604.900.016.784.668;7.936.000.061.035.150;0.4780359376930408;0.3062312476181901;0.4780359376930408;0.24790580352165897;-0.15;0.3119523625108792;GOOD;31.6;80.32;0.75;17.17;9.19;21.46;13.56;11.32;13.28
TGT;RETAIL;660;50;20/10/2017;12/8/2019;5.618.818.664.550.780;7.932.106.018.066.400;0.26491715702026875;0.27906435660374296;0.26491715702026875;0.20635665325578706;1.96;0.4117035077337862;BAD;14.8;11.23;4.78;0.42;2.63;3.71;0.96;6.74;23.97
AXP;BANK;40;400;13/2/2017;24/3/2017;74.171.630.859.375;7.350.428.009.033.200;0.1984932117360243;0.19674797771153676;0.1984932117360243;0.01613500049543137;1.96;-0.008997385675774423;BAD;19.8;12.32;5.63;1.76;3.06;14.14;1.94;3.33;25.32
MSFT;TECH;7;500;3/4/2014;10/4/2014;35.726.051.330.566.400;3.428.865.051.269.530;0.265201118188248;0.26171182793320535;0.265201118188248;0.004185375168955967;-0.15;-0.04023396833227091;BAD;14.7;13.42;2.67;3.62;3.39;26.91;3.22;15.09;26.93
GM;AUTO;240;4000;13/4/2018;10/12/2018;35.634.796.142.578.100;3.263.285.827.636.710;0.22734570300218482;0.31104933842159327;0.22734570300218482;0.026881590898520838;1.68;-0.08424175780885362;BAD;30.6;0.0;-3.87;0.34;1.32;-3.77;0.86;-2.42;-13.53
MSFT;TECH;540;50;14/11/2013;8/5/2015;326.273.307.800.293;42.720.481.872.558.500;0.2523484794061436;0.23566180337610532;0.2523484794061436;0.32287179874803174;1.41;0.3093465156735152;BAD;14.7;10.66;2.69;3.01;2.93;28.17;2.87;16.54;29.23
KSS;RETAIL;10;20000;17/1/2017;27/1/2017;3.476.814.270.019.530;327.684.326.171.875;0.47739376108976606;0.47468174970588634;0.47739376108976606;0.00018779659518246956;1.96;-0.05751558546716903;BAD;12.9;10.64;3.13;0.3;1.12;2.83;1.76;4.09;10.69
F;AUTO;50;300;5/12/2016;24/1/2017;10.133.801.460.266.100;10.437.835.693.359.300;0.26624306080576976;0.26173810839018646;0.26624306080576976;-0.001640673353741361;-0.2;0.030001992271642332;GOOD;29.7;8.66;1.14;0.26;1.37;3.02;1.2;1.93;15.11
AXP;BANK;6;4000;17/2/2017;23/2/2017;7.492.359.161.376.950;7.524.317.932.128.900;0.19791718457690335;0.19680269680752674;0.19791718457690335;0.0024202500743147055;1.96;0.004265515048544431;BAD;19.8;12.32;5.63;1.76;3.06;14.14;1.94;3.33;25.32
JPM;BANK;2;1000;26/9/2016;28/9/2016;5.798.986.053.466.790;58.809.730.529.785.100;0.2537053944437936;0.2526515766925946;0.2537053944437936;0.0008332148934623965;-0.2;0.0141381611812473;GOOD;27.9;10.12;5.8;2.1;0.83;20.86;1.04;0.89;8.66
HMC;AUTO;15;1500;25/10/2013;8/11/2013;39.461.421.966.552.700;3.943.156.433.105.460;0.24544744716687153;0.23745193379258292;0.24544744716687153;-0.00037687232169848555;1.41;-0.0007566284743452486;BAD;28.5;13.82;2.32;0.49;1.01;3.56;1.26;2.74;7.1
WMT;RETAIL;90;1000;17/2/2015;18/5/2015;7.460.781.860.351.560;7.022.250.366.210.930;0.14389906832343122;0.15261214889008545;0.14389906832343122;0.023926000335511007;-0.5;-0.05877822222240402;BAD;27.3;14.61;5.05;0.49;2.77;3.37;0.97;8.01;19.77
SC;BANK;180;100;4/8/2015;1/2/2016;2.116.365.623.474.120;9.007.710.456.848.140;0.29569445730911603;0.40208208267928147;0.29569445730911603;0.0056661289591007895;-0.5;-0.5743783419586294;BAD;26.9;8.19;2.83;1.35;1.95;15.36;0.96;2.81;25.3
GOOG;TECH;150;200;16/3/2017;14/8/2017;848.780.029.296.875;9.226.699.829.101.560;0.16144193273184404;0.15745887112519694;0.16144193273184404;0.07864867065749219;1.96;0.0870543027202128;BAD;22.8;28.08;29.54;6.54;3.96;21.84;7.13;12.65;15.16
BBY;RETAIL;300;20000;27/11/2013;23/9/2014;31.917.325.973.510.700;27.491.912.841.796.800;0.49449508250126456;0.49062158065585104;0.49449508250126456;0.21558776605992375;1.41;-0.1386523775640436;BAD;12.0;0.0;-0.52;0.26;3.18;-0.38;1.3;-1.14;-4.65
JPM;BANK;6;1500;10/11/2015;16/11/2015;5.837.725.067.138.670;57.368.080.139.160.100;0.2170152483506246;0.2179129936490617;0.2170152483506246;0.0024996446803871894;-0.5;-0.017287051387659846;BAD;27.9;8.91;5.86;1.94;0.78;21.81;1.02;0.88;9.21
AXP;BANK;15;20000;24/11/2014;9/12/2014;8.244.176.483.154.290;8.454.267.883.300.780;0.17398512563924712;0.17478216456887297;0.17398512563924712;0.006050625185786764;-0.15;0.025483612653825854;GOOD;19.8;14.72;5.37;2.38;4.05;16.17;2.2;3.74;28.6
AAPL;TECH;80;15000;13/6/2017;1/9/2017;3.500.264.358.520.500;39.325.557.708.740.200;0.1812028221303435;0.18004126885658564;0.1812028221303435;0.053865671686236655;1.96;0.12350250383266383;BAD;16.5;15.63;2.2;3.28;5.37;20.87;1.39;14.0;35.4
F;AUTO;360;400;1/9/2016;28/8/2017;1.000.910.472.869.870;9.167.959.213.256.830;0.2729810415040221;0.20154615474782636;0.2729810415040221;-0.011812848146937798;-0.2;-0.0840380371912894;BAD;29.7;4.88;2.05;0.26;1.3;5.45;1.24;3.68;29.02
HMC;AUTO;5;50;2/10/2015;7/10/2015;30.520.000.457.763.600;32.25;0.24851074745297846;0.25273974584670994;0.24851074745297846;-0.0001256241072328285;-0.5;0.05668412569752276;GOOD;28.5;10.14;2.52;0.37;0.0;3.58;1.2;2.8;7.0
HOG;AUTO;5;400;6/12/2016;12/12/2016;53.215.755.462.646.400;5.356.847.381.591.790;0.36053111165671037;0.36023693806076035;0.36053111165671037;0.0006105319051437138;-0.2;0.006628081292937136;GOOD;16.3;13.55;3.82;1.57;4.74;11.52;1.35;6.75;35.32
NVDA;TECH;720;1500;23/1/2018;13/1/2020;2.369.274.444.580.070;25.156.488.037.109.300;0.3980364992568248;0.3946045293117979;0.3980364992568248;0.9727242532958167;1.68;0.061780246465623044;BAD;12.9;50.62;4.82;15.9;19.79;31.37;8.03;30.56;47.01
SC;BANK;100;100;22/3/2018;29/6/2018;14.482.281.684.875.400;171.536.865.234.375;0.260558699973183;0.293132726481788;0.260558699973183;0.0031478494217226606;1.68;0.184460218126532;BAD;26.9;4.16;3.57;0.75;0.8;17.83;0.88;3.23;20.6
AAPL;TECH;150;3000;11/10/2016;10/3/2017;27.395.828.247.070.300;3.308.717.727.661.130;0.25234633513405486;0.19847552829357346;0.25234633513405486;0.10099813441169372;-0.2;0.20774509820303183;GOOD;16.5;12.88;2.07;2.73;4.43;21.19;1.35;14.91;35.59
DB;BANK;360;200;10/2/2015;5/2/2016;2.850.602.912.902.830;1.624.226.188.659.660;0.2551998332911617;0.32997062614275796;0.2551998332911617;-0.13900082282758933;-0.5;-0.43021661091137997;BAD;30.0;14.53;1.97;0.6;0.41;3.9;0.64;0.1;2.45
GOOG;TECH;720;50000;18/4/2018;7/4/2020;10.720.799.560.546.800;1.186.510.009.765.620;0.21724574988743847;0.3557672879591508;0.21724574988743847;0.3775136191559625;1.68;0.10673649205423662;BAD;22.8;43.79;23.56;6.61;4.46;14.19;4.87;8.62;10.76
KO;FMCG;660;200;19/2/2016;11/12/2017;3.715.382.385.253.900;41.063.697.814.941.400;0.14154249147674913;0.09086895464240967;0.14154249147674913;0.1164767019975504;-0.2;0.10523476608815181;GOOD;25.1;21.83;1.67;3.63;6.12;16.6;1.24;8.0;26.79
TGT;RETAIL;330;4000;9/6/2017;4/5/2018;5.118.989.944.458.000;6.584.978.485.107.420;0.24417683002287977;0.2976561168509499;0.24417683002287977;0.10317832662789353;1.96;0.2863823833521187;BAD;14.8;10.14;4.9;0.41;2.5;3.95;0.96;7.32;24.95
KO;FMCG;2;100;2/10/2015;5/10/2015;34.023.807.525.634.700;3.454.608.917.236.320;0.15709330468123703;0.15764197781951153;0.15709330468123703;0.00035295970302288006;-0.5;0.015350476172750795;GOOD;25.1;21.66;1.56;3.31;5.59;15.24;1.16;7.45;24.04
JPM;BANK;330;300;12/9/2014;7/8/2015;50.075.103.759.765.600;5.827.591.323.852.530;0.17804432056031447;0.18634075745893225;0.17804432056031447;0.13748045742129542;-0.15;0.1637701944284129;GOOD;27.9;9.31;5.4;1.83;0.81;19.67;0.96;0.83;9.25
GOOG;TECH;300;100;4/11/2016;31/8/2017;76.202.001.953.125;9.393.300.170.898.430;0.20180025967861392;0.16024211443811198;0.20180025967861392;0.15729734131498438;-0.2;0.23268417234978217;GOOD;22.8;28.44;27.33;6.79;3.99;22.29;6.88;12.47;15.08
BBY;RETAIL;1;4000;7/10/2014;8/10/2014;2.491.248.893.737.790;2.596.734.046.936.030;0.4964122542349521;0.49687846333127805;0.4964122542349521;0.0007186258868664125;-0.15;0.042342277988922865;GOOD;12.0;9.82;2.86;0.25;2.15;2.6;1.4;6.94;23.0
HMC;AUTO;180;20000;7/11/2016;5/5/2017;28.309.999.465.942.300;29.139.999.389.648.400;0.2463685742045148;0.19728509138005332;0.2463685742045148;-0.004522467860381826;-0.2;0.029318259956329733;GOOD;28.5;12.59;2.02;0.37;0.0;2.91;1.15;2.32;5.86
KSS;RETAIL;6;15000;23/6/2017;29/6/2017;319.840.087.890.625;32.795.921.325.683.500;0.4372630179443918;0.43554695841895896;0.4372630179443918;0.00011267795710948172;1.96;0.025384952273360482;BAD;12.9;9.65;3.43;0.3;1.14;3.06;1.72;4.46;11.81
BAC;BANK;1;4000;30/5/2014;30/5/2014;13.466.024.398.803.700;13.466.024.398.803.700;0.2181656301272695;0.2181656301272695;0.2181656301272695;0.0005180881487099944;-0.15;0.0;BAD;26.3;20.13;0.76;1.71;0.69;8.42;0.95;0.4;3.65
AXP;BANK;50;1500;1/5/2018;20/6/2018;9.443.665.313.720.700;9.236.743.927.001.950;0.18953758302906556;0.19370549853822788;0.18953758302906556;0.020168750619289213;1.68;-0.021911130884542666;BAD;19.8;26.03;3.42;1.95;3.9;7.53;1.91;1.74;15.1
KSS;RETAIL;420;100;21/3/2017;15/5/2018;32.052.162.170.410.100;5.650.499.725.341.790;0.43298833599444525;0.3362219781482598;0.43298833599444525;0.007887456997663722;1.96;0.7629075053658042;BAD;12.9;10.64;3.13;0.3;1.12;2.83;1.76;4.09;10.69
GM;AUTO;10;300;3/4/2018;13/4/2018;33.987.850.189.208.900;35.634.796.142.578.100;0.22637492680756355;0.22734570300218482;0.22637492680756355;0.001120066287438368;1.68;0.048456902810876806;BAD;30.6;0.0;-3.87;0.34;1.32;-3.77;0.86;-2.42;-13.53
MSFT;TECH;600;5000;28/11/2016;20/7/2018;5.682.622.528.076.170;10.278.255.462.646.400;0.23170870547304787;0.21932994138942707;0.23170870547304787;0.35874644305336856;-0.2;0.8087169105223226;GOOD;14.7;25.88;2.08;4.64;5.95;22.98;2.69;11.1;28.99
DB;BANK;660;500;2/5/2017;21/2/2019;17.569.339.752.197.200;851.267.147.064.209;0.4841135433650015;0.35897034004096406;0.4841135433650015;-0.2548348418505804;1.96;-0.5154814244184973;BAD;30.0;0.0;-1.06;0.53;0.33;-2.61;0.8;-0.06;-1.62
AMZN;TECH;50;15000;17/7/2017;5/9/2017;10.100.399.780.273.400;96.527.001.953.125;0.18559184018358693;0.19503875484968167;0.18559184018358693;0.04503941419539543;1.96;-0.04432493710153099;BAD;27.4;245.69;3.94;3.14;20.02;1.28;1.01;2.38;9.38
NVDA;TECH;100;15000;30/6/2014;8/10/2014;1.769.098.472.595.210;17.500.885.009.765.600;0.21638158135326574;0.24141755643011498;0.21638158135326574;0.1351005907355301;-0.15;-0.010745570081672888;BAD;12.9;20.66;0.85;2.41;2.35;11.66;5.87;7.86;11.66
JPM;BANK;600;300;18/9/2014;10/5/2016;5.115.118.408.203.120;5.427.031.326.293.940;0.17837734167381697;0.25840674383063916;0.17837734167381697;0.24996446803871894;-0.15;0.060978631030438116;GOOD;27.9;9.31;5.4;1.83;0.81;19.67;0.96;0.83;9.25
PEP;FMCG;6;15000;24/6/2016;30/6/2016;8.931.351.470.947.260;927.816.390.991.211;0.1544599811956049;0.15591775570131317;0.1544599811956049;0.0013052634725296587;-0.2;0.038830902589936996;GOOD;17.6;26.13;3.55;2.2;10.8;8.34;1.4;7.35;42.16
M;RETAIL;50;10000;27/12/2013;14/2/2014;3.861.659.622.192.380;3.912.953.567.504.880;0.22366973478989163;0.23044100761308645;0.22366973478989163;0.0011891971496682742;1.41;0.013282875843774872;BAD;14.5;9.32;3.57;0.47;2.25;5.0;1.33;6.62;24.1
TGT;RETAIL;180;5000;22/1/2018;20/7/2018;7.223.218.536.376.950;7.268.687.438.964.840;0.3069477974764942;0.2958686743999625;0.3069477974764942;0.056279087251578284;1.68;0.006294825825759534;BAD;14.8;12.91;5.35;0.52;3.21;4.01;0.96;7.31;26.03
KO;FMCG;50;10000;13/8/2018;2/10/2018;4.225.614.547.729.490;4.324.787.139.892.570;0.13159231604624624;0.13275572275951616;0.13159231604624624;0.008823992575572;1.68;0.02346938913687084;BAD;25.1;74.9;0.54;5.06;8.53;6.91;1.15;2.63;11.48
GM;AUTO;330;1000;25/10/2013;19/9/2014;27.507.287.979.125.900;2.691.916.847.229.000;0.26836174335569546;0.2258804611954251;0.26836174335569546;0.03696218748546615;1.41;-0.021380497680550496;BAD;30.6;11.99;2.32;0.29;1.04;2.37;1.3;2.3;9.64
GOOG;TECH;100;1500;10/11/2015;18/2/2016;7.283.200.073.242.180;6.973.499.755.859.370;0.28516175200306837;0.29844397347866225;0.28516175200306837;0.05243244710499479;-0.5;-0.042522560724457266;BAD;22.8;26.74;22.75;6.3;3.6;21.59;4.77;11.36;14.08
GM;AUTO;2;15000;11/7/2017;13/7/2017;31.629.968.643.188.400;32.040.977.478.027.300;0.23572699215397017;0.23545787583881814;0.23572699215397017;0.00022401325748767364;1.96;0.01299428524496429;BAD;30.6;5.43;5.74;0.32;0.99;5.97;0.9;3.9;19.61
DB;BANK;70;25000;26/7/2018;4/10/2018;11.992.447.853.088.300;1.100.946.044.921.870;0.31068129604533523;0.3093636293800827;0.31068129604533523;-0.027027937772031257;1.68;-0.08196720268552038;BAD;30.0;0.0;-0.89;0.48;0.26;-2.96;0.76;-0.08;-1.68
M;RETAIL;80;3000;5/6/2014;25/8/2014;4.357.168.960.571.280;4.612.757.873.535.150;0.23094723867621597;0.22981893109448176;0.23094723867621597;0.0019027154394692387;-0.15;0.0586593990907242;GOOD;14.5;10.59;3.95;0.57;2.47;5.37;1.67;6.96;25.26
GM;AUTO;330;400;24/4/2015;18/3/2016;28.713.485.717.773.400;26.984.420.776.367.100;0.23175743471180252;0.252078668884786;0.23175743471180252;0.03696218748546615;-0.5;-0.060217869693750606;BAD;30.6;14.14;2.14;0.33;1.31;2.35;1.24;2.03;9.12
KSS;RETAIL;90;1500;23/9/2015;22/12/2015;3.863.337.326.049.800;3.783.292.770.385.740;0.28821099367557207;0.31737043404458115;0.28821099367557207;0.001690169356642226;-0.5;-0.020719018016971007;BAD;12.9;12.61;3.82;0.51;1.66;4.02;1.73;5.28;13.06
GM;AUTO;50;1000;6/6/2017;26/7/2017;30.423.738.479.614.200;318.265.380.859.375;0.24883337037478723;0.23519159823688318;0.24883337037478723;0.005600331437191841;1.96;0.04610871892891147;BAD;30.6;5.43;5.74;0.32;0.99;5.97;0.9;3.9;19.61
HMC;AUTO;150;20000;30/6/2017;27/11/2017;27.389.999.389.648.400;3.297.999.954.223.630;0.16473822443352956;0.13750372559107088;0.16473822443352956;-0.0037687232169848553;1.96;0.20408909372595793;BAD;28.5;7.51;3.28;0.34;0.0;4.55;1.22;3.48;8.65
AAPL;TECH;150;1500;10/1/2018;8/6/2018;41.930.458.068.847.600;4.648.552.322.387.690;0.17633849271802257;0.22042106421369217;0.17633849271802257;0.10099813441169372;1.68;0.10863380379842534;BAD;16.5;16.74;2.43;3.55;5.9;21.12;1.24;13.83;37.37
COST;RETAIL;210;400;4/4/2018;31/10/2018;1.761.454.315.185.540;21.825.050.354.003.900;0.21261250186315178;0.18993195348803138;0.21261250186315178;0.09632425856021974;1.68;0.23903584474769157;BAD;22.3;27.02;6.71;0.59;6.6;2.18;1.0;7.89;26.5
PG;FMCG;7;50000;25/10/2013;1/11/2013;6.463.957.214.355.460;6.556.877.136.230.460;0.16314082115179693;0.16225601444257923;0.16314082115179693;0.001481545525511914;1.41;0.014375083063458239;BAD;25.1;15.33;3.95;2.11;2.39;13.53;0.79;8.11;16.64
AXP;BANK;180;25000;1/11/2017;30/4/2018;9.109.927.368.164.060;9.459.951.782.226.560;0.14006854586699163;0.18952311106134398;0.14006854586699163;0.07260750222944116;1.96;0.03842230568003321;BAD;19.8;16.51;5.19;1.92;3.54;11.44;1.9;2.82;22.12
BAC;BANK;330;200;24/2/2017;19/1/2018;22.303.321.838.378.900;29.659.076.690.673.800;0.27606786141038525;0.207358510138835;0.27606786141038525;0.17096908907429811;1.96;0.3298053494272478;BAD;26.3;14.74;1.38;2.4;0.77;17.23;0.9;0.74;6.06
BBY;RETAIL;100;400;11/4/2016;20/7/2016;26.874.364.852.905.200;2.823.699.951.171.870;0.33274464887350763;0.34775794603016746;0.33274464887350763;0.07186258868664125;-0.2;0.05070388328326085;GOOD;12.0;9.65;2.92;0.25;2.06;2.53;1.47;7.23;22.06
GM;AUTO;300;4000;29/12/2014;26/10/2015;2.768.744.659.423.820;29.433.809.280.395.500;0.24204503684423023;0.2501329233624976;0.24204503684423023;0.033601988623151044;-0.15;0.0630741690178336;GOOD;30.6;17.04;1.64;0.3;1.24;1.8;1.27;1.59;6.8
DB;BANK;20;50000;2/6/2015;22/6/2015;29.878.454.208.374.000;3.023.426.628.112.790;0.2714643434659301;0.27981698361235;0.2714643434659301;-0.007722267934866073;-0.5;0.011908650637427652;GOOD;30.0;26.28;1.12;0.74;0.48;3.49;0.71;0.09;2.09
AXP;BANK;720;10000;10/7/2015;29/6/2017;7.071.273.803.710.930;7.893.094.635.009.760;0.1946393586829533;0.1773534690846925;0.1946393586829533;0.29043000891776466;-0.5;0.11621963087718995;GOOD;19.8;12.5;5.69;2.08;3.26;16.58;2.08;3.74;27.64
JPM;BANK;120;300;22/1/2018;22/5/2018;1.043.803.482.055.660;10.369.844.818.115.200;0.15717956462864505;0.1867969295734842;0.15717956462864505;0.04999289360774379;1.68;-0.006532839142011006;BAD;27.9;15.42;6.3;3.04;1.3;19.7;1.02;0.88;8.78
BBY;RETAIL;270;25000;17/5/2018;11/2/2019;731.670.913.696.289;5.534.391.784.667.960;0.3673541613703032;0.3277711340005924;0.3673541613703032;0.19402898945393138;1.68;-0.2435954906681924;BAD;12.0;20.88;3.4;0.5;5.83;2.39;1.27;7.65;26.27
FB;TECH;70;1000;5/1/2018;16/3/2018;18.685.000.610.351.500;18.508.999.633.789.000;0.1713757600186328;0.20888189898687107;0.1713757600186328;0.05784468748838709;1.68;-0.009419372267239573;BAD;31.6;32.74;5.39;12.82;6.9;39.16;12.92;20.81;23.22
PG;FMCG;720;50000;26/10/2015;16/10/2017;6.670.243.072.509.760;8.476.362.609.863.280;0.15597706514389537;0.11914624773920332;0.15597706514389537;0.15238753976693972;-0.5;0.27077267165826685;GOOD;25.1;23.06;2.66;2.53;2.65;10.77;1.13;5.71;11.82
MSFT;TECH;20;4000;31/1/2014;20/2/2014;3.271.913.528.442.380;3.288.610.076.904.290;0.25658819058977866;0.25885463439993844;0.25658819058977866;0.01195821476844562;-0.15;0.005102991969919991;GOOD;14.7;11.98;2.71;3.28;3.17;27.35;3.17;15.95;28.32
BBY;RETAIL;420;500;30/1/2014;26/3/2015;18.382.667.541.503.900;32.386.653.900.146.400;0.5491729698828123;0.3495382343187853;0.5491729698828123;0.3018228724838933;-0.15;0.7618038202031747;GOOD;12.0;12.51;1.52;0.16;1.65;1.31;1.41;3.75;14.3
NVDA;TECH;360;1500;27/4/2017;23/4/2018;10.448.847.198.486.300;22.216.017.150.878.900;0.4488688476364796;0.42410401414911064;0.4488688476364796;0.48636212664790834;1.96;11.261.692.059.289.700;BAD;12.9;34.31;3.01;8.83;10.02;26.05;8.26;21.64;36.22
JPM;BANK;600;400;31/1/2014;23/9/2015;4.557.172.775.268.550;5.193.021.774.291.990;0.19537355784775495;0.21769709182255503;0.19537355784775495;0.24996446803871894;-0.15;0.13952707750606774;GOOD;27.9;11.07;4.32;1.71;0.85;15.51;0.95;0.68;7.94
GM;AUTO;720;1500;2/12/2013;23/11/2015;30.227.869.033.813.400;2.977.213.478.088.370;0.24772117068675642;0.2516644295547692;0.24772117068675642;0.08064477269556251;1.41;-0.015076625230177304;BAD;30.6;13.44;2.35;0.33;1.1;2.43;1.31;2.31;9.55
TSLA;AUTO;180;400;21/2/2018;20/8/2018;6.666.000.366.210.930;616.879.997.253.418;0.3677120626458468;0.46084449797827226;0.3677120626458468;0.2543360195007057;1.68;-0.07458751370566974;BAD;31.1;0.0;-2.36;4.37;10.04;-16.68;0.86;-7.27;-34.07
AXP;BANK;6;3000;24/2/2015;2/3/2015;7.343.866.729.736.320;7.450.127.410.888.670;0.19489200876458002;0.19668980339721234;0.19489200876458002;0.0024202500743147055;-0.5;0.014469309569859106;GOOD;19.8;15.19;5.55;2.48;4.17;16.27;2.23;3.79;28.81
KSS;RETAIL;60;4000;17/11/2017;16/1/2018;3.829.180.908.203.120;5.614.411.544.799.800;0.39765056409805805;0.3376566404034198;0.39765056409805805;0.0011267795710948173;1.96;0.4662173659051314;BAD;12.9;9.66;3.77;0.31;1.22;3.18;1.61;4.78;12.75
BBY;RETAIL;240;300;7/10/2014;4/6/2015;2.491.248.893.737.790;29.122.697.830.200.100;0.4964122542349521;0.33947882592183964;0.4964122542349521;0.172470212847939;-0.15;0.1689999302520672;GOOD;12.0;9.82;2.86;0.25;2.15;2.6;1.4;6.94;23.0
BBY;RETAIL;420;4000;9/5/2018;3/7/2019;7.078.948.974.609.370;6.916.181.182.861.320;0.36860467319796086;0.33126351557286854;0.36860467319796086;0.3018228724838933;1.68;-0.022993214435060763;BAD;12.0;20.88;3.4;0.5;5.83;2.39;1.27;7.65;26.27
JPM;BANK;300;15000;12/9/2016;10/7/2017;591.182.746.887.207;8.414.727.783.203.120;0.2567140814600177;0.1698369911503231;0.2567140814600177;0.12498223401935947;-0.2;0.42337167779502;GOOD;27.9;10.12;5.8;2.1;0.83;20.86;1.04;0.89;8.66
MSFT;TECH;20;1500;15/3/2016;4/4/2016;49.253.692.626.953.100;50.944.820.404.052.700;0.280610241069604;0.27945733885797963;0.280610241069604;0.01195821476844562;-0.2;0.034335045494115354;GOOD;14.7;40.42;1.26;4.74;5.36;12.06;2.9;5.91;13.56
F;AUTO;210;400;2/8/2017;28/2/2018;934.638.786.315.918;9.351.719.856.262.200;0.2019080399970225;0.2045395347182909;0.2019080399970225;-0.0068908280857137155;1.96;0.000570487035322443;BAD;29.7;9.88;0.95;0.24;1.18;2.48;1.2;1.58;12.32
PG;FMCG;40;3000;31/5/2018;10/7/2018;682.255.859.375;7.442.622.375.488.280;0.14195020831235639;0.1511591265825706;0.14195020831235639;0.00846597443149665;1.68;0.09088434686457782;BAD;25.1;19.47;3.76;2.96;3.35;14.78;0.91;7.94;17.77
PEP;FMCG;180;50000;7/3/2014;3/9/2014;6.697.273.254.394.530;7.727.841.186.523.430;0.14351563587753158;0.1287779344031724;0.14351563587753158;0.03915790417588976;-0.15;0.15387873437188507;GOOD;17.6;15.51;4.42;1.61;4.55;10.36;1.2;8.92;29.78
FB;TECH;7;15000;22/4/2016;29/4/2016;11.055.999.755.859.300;11.758.000.183.105.400;0.31616877812351124;0.3223521249458406;0.31616877812351124;0.00578446874883871;-0.2;0.06349497492291938;GOOD;31.6;70.43;1.62;16.56;6.9;24.75;13.16;10.19;11.36
PG;FMCG;480;1000;27/12/2016;20/4/2018;7.521.571.350.097.650;6.881.303.405.761.710;0.14445521469999148;0.13846201017874576;0.14445521469999148;0.10159169317795981;-0.2;-0.08512422664549005;BAD;25.1;13.59;5.5;3.22;3.55;23.06;0.89;12.01;26.1
BAC;BANK;540;50;19/3/2015;9/9/2016;14.020.270.347.595.200;14.434.859.275.817.800;0.23248659856259818;0.3215531322847558;0.23248659856259818;0.2797676003033969;-0.5;0.029570680018575202;GOOD;26.3;19.75;0.7;1.59;0.58;8.12;0.94;0.36;3.18
HMC;AUTO;210;20000;23/5/2014;19/12/2014;34.709.999.084.472.600;30.329.999.923.706.000;0.20169744887473115;0.1894692900072264;0.20169744887473115;-0.005276212503778798;-0.15;-0.12618839747322183;BAD;28.5;9.41;3.17;0.45;0.88;4.85;1.23;3.82;9.84
KO;FMCG;270;50000;21/3/2017;15/12/2017;3.757.627.868.652.340;4.184.275.436.401.360;0.13830504388029727;0.09041631865864201;0.13830504388029727;0.04764955990808881;1.96;0.11354172969289762;BAD;25.1;26.24;1.43;4.02;6.95;15.3;1.41;6.8;25.06
TGT;RETAIL;240;200;6/10/2016;2/6/2017;5.982.000.732.421.870;4.994.839.096.069.330;0.23722502728928493;0.24050326547021347;0.23722502728928493;0.07503878300210438;-0.2;-0.1650219852034148;BAD;14.8;10.75;5.59;0.51;3.06;4.75;1.02;8.58;27.8
JPM;BANK;2;1500;2/8/2017;4/8/2017;8.407.505.798.339.840;8.457.166.290.283.200;0.17087807939498179;0.17079894332171716;0.17087807939498179;0.0008332148934623965;1.96;0.005906685423061545;BAD;27.9;12.14;6.76;2.69;1.12;22.11;1.04;0.97;9.62
HMC;AUTO;210;200;7/11/2013;5/6/2014;38.923.988.342.285.100;35.029.998.779.296.800;0.23805410433380358;0.19418753956401205;0.23805410433380358;-0.005276212503778798;1.41;-0.10004086756849728;BAD;28.5;13.82;2.32;0.49;1.01;3.56;1.26;2.74;7.1
OR;FMCG;80;20000;10/4/2018;29/6/2018;926.428.508.758.545;9.108.954.429.626.460;0.2999833387034525;0.244304179610468;0.2999833387034525;-0.013534332988598212;1.68;-0.016766610320221503;BAD;20.5;0.0;-0.19;5.16;0.97;-13.6;12.83;-1.99;-2.52
HMC;AUTO;150;5000;1/10/2018;28/2/2019;30.420.000.076.293.900;28.270.000.457.763.600;0.1810619693921182;0.2052915884148163;0.1810619693921182;-0.0037687232169848553;1.68;-0.07067717334444554;BAD;28.5;4.92;5.71;0.35;0.0;7.19;1.22;5.75;13.48
KO;FMCG;50;25000;20/9/2018;9/11/2018;4.336.875.915.527.340;46.195.533.752.441.400;0.1339548834654997;0.141774099734773;0.1339548834654997;0.008823992575572;1.68;0.06517997406951972;BAD;25.1;66.09;0.65;5.41;9.06;8.24;1.06;3.14;13.9
